code,name,tehsil,city
6657,NALANDA CONVENT H.S. SCHOOL BHAIRAVGARH,GHATIYA,UJJAIN
6658,DURGESHWARI CONVENT SCHOOL AMBODIYA,GHATIYA,UJJAIN
6659,SHASHWAT INTERNATIONAL SCHOOL,GHATIYA,UJJAIN
6660,GOVT. M. S. JETHAL,GHATIYA,UJJAIN
6661,GOVT. H. SCHOOL JETHAL,GHATIYA,UJJAIN
6662,CARMEL H. S. BANDKA,GHATIYA,UJJAIN
6663,GENIUS ACADEMY ENGLISH SCHOOL PALWA,GHATIYA,UJJAIN
6664,MAA SARASWATI SANSKAR MANDIR BICHHAROD,GHATIYA,UJJAIN
6665,S.B.M. CONVENT SCHOOL BICHHAROD,GHATIYA,UJJAIN
6666,GOVT. H. S. SCHOOL BICHHAROD,GHATIYA,UJJAIN
6667,SARASWATI GYAM MANDIR BICHHAROD,GHATIYA,UJJAIN
6668,GOVT. GIRLS M.SCHOOL GHATIYA,GHATIYA,UJJAIN
6670,GOVT GIRLS M.S. PANBIHAR,GHATIYA,UJJAIN
7701,SARASWATI SHISHU MANDIR DATTOTAR,DEWAS,DEWAS
7702,VIKRAM H.S.S. DATTOTAR,DEWAS,DEWAS
7704,SARASWATI SHISHU  MANDIR SUNWANI GOPAL,DEWAS,DEWAS
7705,SARASWATI VIDYA MANDIR VIJAYAGANJ MANDI,DEWAS,DEWAS
7706,GOVT. P._M._H. S. BHESUNI,DEWAS,DEWAS
8711,VIVEKANAND VIDYA VIHAR,SANWER,INDORE
8712,SANSKAR VIDYA VIHAR,SANWER,INDORE
8713,GOVT. H.S. SCHOOL CHANDRAVATIGANJ,SANWER,INDORE
8714,SARSWATI VANDANA MANDIR POTLOD,SANWER,INDORE
8715,GOVT. M. SCHOOL POTLOD,SANWER,INDORE
9721,GOVT. M.S. MINAVADA,TAAL,RATLAM
9722,SARASWATI SHISHU MANDIR MINAVADA,TAAL,RATLAM
9723,GOVT. P._M. S. KOLUKHEDI,TAAL,RATLAM
